Id,Date,Stage,SortOrder
0068d000002Orc8AAC,2022-03-31,Opened,0
0068d000002Orc8AAC,2022-04-01,Prospecting,1
0068d000002Orc8AAC,2022-04-13,Prospecting,1
0068d000002Orc8AAC,2022-04-09,Qualification,2
0068d000002Orc8AAC,2022-09-17,Negotiation/Review,8
0068d000002Orc8AAC,2022-09-22,Closed Lost,10
0068d000002Orc9AAC,2022-03-03,Opened,0
0068d000002Orc9AAC,2022-03-04,Prospecting,1
0068d000002Orc9AAC,2022-06-03,Qualification,2
0068d000002Orc9AAC,2022-10-04,Qualification,2
0068d000002Orc9AAC,2022-03-09,Value Proposition,4
0068d000002Orc9AAC,2022-10-09,Closed Lost,10
0068d000002OrcAAAS,2022-07-23,Opened,0
0068d000002OrcAAAS,2022-07-28,Qualification,2
0068d000002OrcAAAS,2022-08-02,Closed Won,9
0068d000002OrcBAAS,2022-03-12,Opened,0
0068d000002OrcBAAS,2022-03-13,Prospecting,1
0068d000002OrcBAAS,2022-05-14,Prospecting,1
0068d000002OrcBAAS,2022-11-11,Qualification,2
0068d000002OrcBAAS,2022-05-05,Qualification,2
0068d000002OrcBAAS,2022-04-09,Qualification,2
0068d000002OrcBAAS,2022-11-16,ExpectedCloseDate,11
0068d000002OrcCAAS,2022-05-01,Opened,0
0068d000002OrcCAAS,2022-05-02,Prospecting,1
0068d000002OrcCAAS,2022-03-04,Qualification,2
0068d000002OrcCAAS,2022-06-01,Qualification,2
0068d000002OrcCAAS,2022-06-06,ExpectedCloseDate,11
0068d000002OrcDAAS,2022-02-25,Opened,0
0068d000002OrcDAAS,2022-03-07,Closed Won,9
0068d000002OrcEAAS,2022-03-07,Opened,0
0068d000002OrcEAAS,2022-03-17,Closed Lost,10
0068d000002OrcFAAS,2022-04-08,Opened,0
0068d000002OrcFAAS,2022-04-09,Prospecting,1
0068d000002OrcFAAS,2022-04-18,Prospecting,1
0068d000002OrcFAAS,2022-04-25,Prospecting,1
0068d000002OrcFAAS,2022-04-20,Qualification,2
0068d000002OrcFAAS,2022-04-22,Value Proposition,4
0068d000002OrcFAAS,2022-03-24,Negotiation/Review,8
0068d000002OrcFAAS,2022-09-26,Closed Lost,10
0068d000002OrcGAAS,2022-04-05,Opened,0
0068d000002OrcGAAS,2022-06-01,Prospecting,1
0068d000002OrcGAAS,2022-08-12,Prospecting,1
0068d000002OrcGAAS,2022-04-15,Negotiation/Review,8
0068d000002OrcGAAS,2022-08-17,ExpectedCloseDate,11
0068d000002OrcJAAS,2022-03-04,Opened,0
0068d000002OrcJAAS,2022-06-03,Prospecting,1
0068d000002OrcJAAS,2022-03-05,Prospecting,1
0068d000002OrcJAAS,2022-03-11,Prospecting,1
0068d000002OrcJAAS,2022-09-10,Negotiation/Review,8
0068d000002OrcJAAS,2022-09-15,ExpectedCloseDate,11
0068d000002OrcKAAS,2022-11-21,Opened,0
0068d000002OrcKAAS,2022-12-01,Qualification,2
0068d000002OrcKAAS,2022-12-06,ExpectedCloseDate,11
0068d000002OrcLAAS,2022-03-08,Opened,0
0068d000002OrcLAAS,2022-03-09,Prospecting,1
0068d000002OrcLAAS,2022-04-18,Prospecting,1
0068d000002OrcLAAS,2022-05-04,Qualification,2
0068d000002OrcLAAS,2022-06-18,ExpectedCloseDate,11
0068d000002OrcMAAS,2022-08-24,Opened,0
0068d000002OrcMAAS,2022-08-29,Value Proposition,4
0068d000002OrcMAAS,2022-09-03,Closed Won,9
0068d000002OrcNAAS,2022-06-16,Opened,0
0068d000002OrcNAAS,2022-05-03,Negotiation/Review,8
0068d000002OrcNAAS,2022-03-23,Negotiation/Review,8
0068d000002OrcNAAS,2022-06-26,Closed Lost,10
0068d000002OrcOAAS,2022-02-11,Opened,0
0068d000002OrcOAAS,2022-02-21,Closed Won,9
0068d000002OrcPAAS,2022-04-11,Opened,0
0068d000002OrcPAAS,2022-04-12,Prospecting,1
0068d000002OrcPAAS,2022-05-14,Prospecting,1
0068d000002OrcPAAS,2022-05-17,Closed Won,9
0068d000002OrcQAAS,2022-02-13,Opened,0
0068d000002OrcQAAS,2022-02-23,Closed Won,9
0068d000002OrcRAAS,2022-02-26,Opened,0
0068d000002OrcRAAS,2022-08-09,Prospecting,1
0068d000002OrcRAAS,2022-03-08,Qualification,2
0068d000002OrcRAAS,2022-08-14,ExpectedCloseDate,11
0068d000002OrcSAAS,2022-01-12,Opened,0
0068d000002OrcSAAS,2022-01-22,Closed Won,9
0068d000002OrcTAAS,2022-04-10,Opened,0
0068d000002OrcTAAS,2022-05-15,Prospecting,1
0068d000002OrcTAAS,2022-04-11,Prospecting,1
0068d000002OrcTAAS,2022-03-06,Qualification,2
0068d000002OrcTAAS,2022-08-20,Closed Lost,10
0068d000002OrcUAAS,2022-03-24,Opened,0
0068d000002OrcUAAS,2022-04-03,Closed Won,9
0068d000002OrcVAAS,2022-03-15,Opened,0
0068d000002OrcVAAS,2022-05-09,Prospecting,1
0068d000002OrcVAAS,2022-03-16,Prospecting,1
0068d000002OrcVAAS,2022-04-14,Qualification,2
0068d000002OrcVAAS,2022-06-13,Negotiation/Review,8
0068d000002OrcVAAS,2022-06-18,ExpectedCloseDate,11
0068d000002OrcWAAS,2022-04-01,Opened,0
0068d000002OrcWAAS,2022-04-02,Prospecting,1
0068d000002OrcWAAS,2022-09-28,Value Proposition,4
0068d000002OrcWAAS,2022-10-03,Closed Lost,10
0068d000002OrcXAAS,2022-03-15,Opened,0
0068d000002OrcXAAS,2022-03-25,Prospecting,1
0068d000002OrcXAAS,2022-03-31,ExpectedCloseDate,11
0068d000002OrcYAAS,2022-05-05,Opened,0
0068d000002OrcYAAS,2022-05-06,Prospecting,1
0068d000002OrcYAAS,2022-08-05,Prospecting,1
0068d000002OrcYAAS,2022-05-04,Qualification,2
0068d000002OrcYAAS,2022-08-10,Closed Won,9
0068d000002OrcZAAS,2022-03-31,Opened,0
0068d000002OrcZAAS,2022-04-01,Prospecting,1
0068d000002OrcZAAS,2022-07-28,Prospecting,1
0068d000002OrcZAAS,2022-05-02,Value Proposition,4
0068d000002OrcZAAS,2022-08-02,ExpectedCloseDate,11
0068d000002OrcbAAC,2022-04-02,Opened,0
0068d000002OrcbAAC,2022-04-18,Prospecting,1
0068d000002OrcbAAC,2022-04-03,Prospecting,1
0068d000002OrcbAAC,2022-04-13,Prospecting,1
0068d000002OrcbAAC,2022-04-25,Closed Won,9
0068d000002OrccAAC,2022-03-07,Opened,0
0068d000002OrccAAC,2022-03-13,Prospecting,1
0068d000002OrccAAC,2022-03-17,Closed Lost,10
0068d000002OrcdAAC,2022-06-01,Opened,0
0068d000002OrcdAAC,2022-06-06,Negotiation/Review,8
0068d000002OrcdAAC,2022-04-06,Negotiation/Review,8
0068d000002OrcdAAC,2022-06-11,Closed Won,9
0068d000002OrceAAC,2022-03-05,Opened,0
0068d000002OrceAAC,2022-04-11,Prospecting,1
0068d000002OrceAAC,2022-03-06,Prospecting,1
0068d000002OrceAAC,2022-04-15,Closed Lost,10
0068d000002OrcfAAC,2022-03-25,Opened,0
0068d000002OrcfAAC,2022-04-04,Closed Lost,10
0068d000002OrcgAAC,2022-03-04,Opened,0
0068d000002OrcgAAC,2022-03-05,Prospecting,1
0068d000002OrcgAAC,2022-03-06,Prospecting,1
0068d000002OrcgAAC,2022-03-08,Prospecting,1
0068d000002OrcgAAC,2022-04-02,Prospecting,1
0068d000002OrcgAAC,2022-05-14,Prospecting,1
0068d000002OrcgAAC,2022-05-01,Value Proposition,4
0068d000002OrcgAAC,2022-06-20,Closed Won,9
0068d000002OrchAAC,2022-03-10,Opened,0
0068d000002OrchAAC,2022-03-11,Prospecting,1
0068d000002OrchAAC,2022-03-18,Qualification,2
0068d000002OrchAAC,2022-04-07,Value Proposition,4
0068d000002OrchAAC,2022-10-26,ExpectedCloseDate,11
0068d000002OrciAAC,2022-09-27,Opened,0
0068d000002OrciAAC,2022-10-02,Value Proposition,4
0068d000002OrciAAC,2022-10-07,Closed Lost,10
0068d000002OrcjAAC,2022-03-20,Opened,0
0068d000002OrcjAAC,2022-03-21,Prospecting,1
0068d000002OrcjAAC,2022-04-22,Closed Won,9
0068d000002OrclAAC,2022-10-24,Opened,0
0068d000002OrclAAC,2022-10-29,Value Proposition,4
0068d000002OrclAAC,2022-11-03,Closed Lost,10
0068d000002OrcmAAC,2022-01-30,Opened,0
0068d000002OrcmAAC,2022-02-09,Closed Lost,10
0068d000002OrcnAAC,2022-02-07,Opened,0
0068d000002OrcnAAC,2022-02-17,Closed Won,9
0068d000002OrcqAAC,2022-05-23,Opened,0
0068d000002OrcqAAC,2022-05-28,Qualification,2
0068d000002OrcqAAC,2022-06-02,Closed Lost,10
0068d000002OrcrAAC,2021-12-26,Opened,0
0068d000002OrcrAAC,2022-01-05,Closed Lost,10
0068d000002OrcsAAC,2022-07-23,Opened,0
0068d000002OrcsAAC,2022-08-02,Qualification,2
0068d000002OrcsAAC,2022-04-01,Qualification,2
0068d000002OrcsAAC,2022-08-07,ExpectedCloseDate,11
0068d000002OrctAAC,2022-05-20,Opened,0
0068d000002OrctAAC,2022-05-21,Prospecting,1
0068d000002OrctAAC,2022-05-01,Value Proposition,4
0068d000002OrctAAC,2022-06-02,Negotiation/Review,8
0068d000002OrctAAC,2022-04-14,Negotiation/Review,8
0068d000002OrctAAC,2022-11-29,ExpectedCloseDate,11
0068d000002OrcuAAC,2022-03-25,Opened,0
0068d000002OrcuAAC,2022-04-02,Prospecting,1
0068d000002OrcuAAC,2022-06-04,Prospecting,1
0068d000002OrcuAAC,2022-04-04,Qualification,2
0068d000002OrcuAAC,2022-09-22,ExpectedCloseDate,11
0068d000002OrcvAAC,2022-05-31,Opened,0
0068d000002OrcvAAC,2022-06-01,Prospecting,1
0068d000002OrcvAAC,2022-04-10,Qualification,2
0068d000002OrcvAAC,2022-05-09,Value Proposition,4
0068d000002OrcvAAC,2022-08-08,Value Proposition,4
0068d000002OrcvAAC,2022-06-07,Negotiation/Review,8
0068d000002OrcvAAC,2022-05-07,Negotiation/Review,8
0068d000002OrcvAAC,2022-08-13,Closed Lost,10
0068d000002OrczAAC,2022-04-14,Opened,0
0068d000002OrczAAC,2022-04-21,Prospecting,1
0068d000002OrczAAC,2022-04-24,Closed Won,9
0068d000002Ord1AAC,2022-02-28,Opened,0
0068d000002Ord1AAC,2022-05-17,Prospecting,1
0068d000002Ord1AAC,2022-03-05,Prospecting,1
0068d000002Ord1AAC,2022-03-10,Value Proposition,4
0068d000002Ord1AAC,2022-10-29,ExpectedCloseDate,11
0068d000002Ord2AAC,2022-03-15,Opened,0
0068d000002Ord2AAC,2022-03-16,Prospecting,1
0068d000002Ord2AAC,2022-04-16,Closed Won,9
0068d000002Ord3AAC,2022-10-01,Opened,0
0068d000002Ord3AAC,2022-10-06,Negotiation/Review,8
0068d000002Ord3AAC,2022-10-11,Closed Won,9
0068d000002Ord4AAC,2022-04-21,Opened,0
0068d000002Ord4AAC,2022-04-22,Prospecting,1
0068d000002Ord4AAC,2022-03-19,Qualification,2
0068d000002Ord4AAC,2022-05-11,Value Proposition,4
0068d000002Ord4AAC,2022-05-08,Value Proposition,4
0068d000002Ord4AAC,2022-12-24,Closed Lost,10
0068d000002Ord5AAC,2022-04-05,Opened,0
0068d000002Ord5AAC,2022-04-06,Prospecting,1
0068d000002Ord5AAC,2022-05-12,Closed Won,9
0068d000002Ord6AAC,2022-02-26,Opened,0
0068d000002Ord6AAC,2022-05-12,Prospecting,1
0068d000002Ord6AAC,2022-05-09,Prospecting,1
0068d000002Ord6AAC,2022-04-20,Prospecting,1
0068d000002Ord6AAC,2022-05-03,Prospecting,1
0068d000002Ord6AAC,2022-03-08,Qualification,2
0068d000002Ord6AAC,2022-12-20,ExpectedCloseDate,11
0068d000002Ord7AAC,2022-01-26,Opened,0
0068d000002Ord7AAC,2022-02-05,Closed Lost,10
0068d000002Ord8AAC,2022-04-05,Opened,0
0068d000002Ord8AAC,2022-07-17,Prospecting,1
0068d000002Ord8AAC,2022-04-06,Prospecting,1
0068d000002Ord8AAC,2022-03-18,Qualification,2
0068d000002Ord8AAC,2022-03-20,Negotiation/Review,8
0068d000002Ord8AAC,2022-07-22,Closed Won,9
0068d000002Ord9AAC,2022-03-01,Opened,0
0068d000002Ord9AAC,2022-03-08,Prospecting,1
0068d000002Ord9AAC,2022-03-11,Closed Won,9
0068d000002OrdAAAS,2022-05-08,Opened,0
0068d000002OrdAAAS,2022-06-04,Prospecting,1
0068d000002OrdAAAS,2022-05-09,Prospecting,1
0068d000002OrdAAAS,2022-03-06,Qualification,2
0068d000002OrdAAAS,2022-03-08,Qualification,2
0068d000002OrdAAAS,2022-07-06,Qualification,2
0068d000002OrdAAAS,2022-07-11,Closed Won,9
0068d000002OrdBAAS,2022-04-02,Opened,0
0068d000002OrdBAAS,2022-06-03,Prospecting,1
0068d000002OrdBAAS,2022-06-07,Prospecting,1
0068d000002OrdBAAS,2022-04-12,Prospecting,1
0068d000002OrdBAAS,2022-06-15,Prospecting,1
0068d000002OrdBAAS,2022-04-03,Prospecting,1
0068d000002OrdBAAS,2022-05-09,Qualification,2
0068d000002OrdBAAS,2022-04-20,Qualification,2
0068d000002OrdBAAS,2022-06-20,ExpectedCloseDate,11
0068d000002OrdCAAS,2022-03-10,Opened,0
0068d000002OrdCAAS,2022-03-11,Prospecting,1
0068d000002OrdCAAS,2022-05-21,Prospecting,1
0068d000002OrdCAAS,2022-05-03,Negotiation/Review,8
0068d000002OrdCAAS,2022-05-01,Negotiation/Review,8
0068d000002OrdCAAS,2022-12-22,Closed Won,9
0068d000002OrdDAAS,2022-04-25,Opened,0
0068d000002OrdDAAS,2022-05-05,Closed Won,9
0068d000002OrdEAAS,2022-04-21,Opened,0
0068d000002OrdEAAS,2022-10-31,Qualification,2
0068d000002OrdEAAS,2022-05-01,Value Proposition,4
0068d000002OrdEAAS,2022-11-05,ExpectedCloseDate,11
0068d000002OrdFAAS,2022-04-10,Opened,0
0068d000002OrdFAAS,2022-09-06,Prospecting,1
0068d000002OrdFAAS,2022-04-11,Prospecting,1
0068d000002OrdFAAS,2022-06-01,Value Proposition,4
0068d000002OrdFAAS,2022-09-11,Closed Won,9
0068d000002OrdGAAS,2022-01-23,Opened,0
0068d000002OrdGAAS,2022-02-02,Closed Won,9
0068d000002OrdHAAS,2022-04-01,Opened,0
0068d000002OrdHAAS,2022-04-02,Prospecting,1
0068d000002OrdHAAS,2022-04-03,Prospecting,1
0068d000002OrdHAAS,2022-04-16,Prospecting,1
0068d000002OrdHAAS,2022-04-17,Closed Won,9
0068d000002OrdJAAS,2022-03-09,Opened,0
0068d000002OrdJAAS,2022-04-06,Prospecting,1
0068d000002OrdJAAS,2022-03-10,Prospecting,1
0068d000002OrdJAAS,2022-03-14,Prospecting,1
0068d000002OrdJAAS,2022-07-28,ExpectedCloseDate,11
0068d000002OrdKAAS,2022-11-01,Opened,0
0068d000002OrdKAAS,2022-11-11,Closed Won,9
0068d000002OrdLAAS,2022-03-23,Opened,0
0068d000002OrdLAAS,2022-03-24,Prospecting,1
0068d000002OrdLAAS,2022-05-19,Prospecting,1
0068d000002OrdLAAS,2022-04-06,Prospecting,1
0068d000002OrdLAAS,2022-04-27,Qualification,2
0068d000002OrdLAAS,2022-03-12,Value Proposition,4
0068d000002OrdLAAS,2022-11-22,Value Proposition,4
0068d000002OrdLAAS,2022-11-27,ExpectedCloseDate,11
0068d000002OrdMAAS,2022-04-16,Opened,0
0068d000002OrdMAAS,2022-05-05,Prospecting,1
0068d000002OrdMAAS,2022-04-17,Prospecting,1
0068d000002OrdMAAS,2022-05-14,Negotiation/Review,8
0068d000002OrdMAAS,2022-12-13,Negotiation/Review,8
0068d000002OrdMAAS,2022-12-18,ExpectedCloseDate,11
0068d000002OrdNAAS,2022-04-30,Opened,0
0068d000002OrdNAAS,2022-05-10,Closed Won,9
0068d000002OrdPAAS,2022-03-10,Opened,0
0068d000002OrdPAAS,2022-05-11,Prospecting,1
0068d000002OrdPAAS,2022-04-23,Prospecting,1
0068d000002OrdPAAS,2022-03-11,Prospecting,1
0068d000002OrdPAAS,2022-03-13,Qualification,2
0068d000002OrdPAAS,2022-04-07,Qualification,2
0068d000002OrdPAAS,2022-06-18,Value Proposition,4
0068d000002OrdPAAS,2022-06-23,ExpectedCloseDate,11
0068d000002OrdQAAS,2022-01-13,Opened,0
0068d000002OrdQAAS,2022-01-23,Closed Lost,10
0068d000002OrdRAAS,2022-04-07,Opened,0
0068d000002OrdRAAS,2022-05-03,Prospecting,1
0068d000002OrdRAAS,2022-04-08,Prospecting,1
0068d000002OrdRAAS,2022-12-08,Closed Lost,10
0068d000002OrdSAAS,2022-03-10,Opened,0
0068d000002OrdSAAS,2022-03-25,Prospecting,1
0068d000002OrdSAAS,2022-03-11,Prospecting,1
0068d000002OrdSAAS,2022-03-27,ExpectedCloseDate,11
0068d000002OrdTAAS,2022-02-09,Opened,0
0068d000002OrdTAAS,2022-02-19,Closed Won,9
0068d000002OrdVAAS,2022-03-20,Opened,0
0068d000002OrdVAAS,2022-04-24,Prospecting,1
0068d000002OrdVAAS,2022-05-20,Prospecting,1
0068d000002OrdVAAS,2022-03-21,Prospecting,1
0068d000002OrdVAAS,2022-05-24,Prospecting,1
0068d000002OrdVAAS,2022-03-10,Qualification,2
0068d000002OrdVAAS,2022-03-08,Value Proposition,4
0068d000002OrdVAAS,2022-05-25,Closed Won,9
0068d000002OrdWAAS,2022-08-29,Opened,0
0068d000002OrdWAAS,2022-09-03,Prospecting,1
0068d000002OrdWAAS,2022-09-08,Closed Won,9
0068d000002OrdXAAS,2022-04-30,Opened,0
0068d000002OrdXAAS,2022-05-01,Prospecting,1
0068d000002OrdXAAS,2022-11-26,Negotiation/Review,8
0068d000002OrdXAAS,2022-12-01,Closed Lost,10
0068d000002OrdYAAS,2022-04-15,Opened,0
0068d000002OrdYAAS,2022-04-25,Closed Won,9
0068d000002OrdZAAS,2022-01-07,Opened,0
0068d000002OrdZAAS,2022-01-17,Closed Lost,10
0068d000002OrdaAAC,2022-02-26,Opened,0
0068d000002OrdaAAC,2022-03-06,Prospecting,1
0068d000002OrdaAAC,2022-03-08,Closed Lost,10
0068d000002OrdbAAC,2022-05-22,Opened,0
0068d000002OrdbAAC,2022-05-27,Negotiation/Review,8
0068d000002OrdbAAC,2022-06-01,Closed Won,9
0068d000002OrdcAAC,2022-02-25,Opened,0
0068d000002OrdcAAC,2022-05-03,Prospecting,1
0068d000002OrdcAAC,2022-03-28,Prospecting,1
0068d000002OrdcAAC,2022-04-19,Prospecting,1
0068d000002OrdcAAC,2022-03-07,Negotiation/Review,8
0068d000002OrdcAAC,2022-12-31,ExpectedCloseDate,11
0068d000002OrddAAC,2022-03-05,Opened,0
0068d000002OrddAAC,2022-03-06,Prospecting,1
0068d000002OrddAAC,2022-06-02,Negotiation/Review,8
0068d000002OrddAAC,2022-07-01,Negotiation/Review,8
0068d000002OrddAAC,2022-07-06,ExpectedCloseDate,11
0068d000002OrdeAAC,2022-03-03,Opened,0
0068d000002OrdeAAC,2022-04-06,Prospecting,1
0068d000002OrdeAAC,2022-03-04,Prospecting,1
0068d000002OrdeAAC,2022-04-09,Closed Lost,10
0068d000002OrdfAAC,2022-08-17,Opened,0
0068d000002OrdfAAC,2022-08-22,Prospecting,1
0068d000002OrdfAAC,2022-06-05,Negotiation/Review,8
0068d000002OrdfAAC,2022-08-27,Closed Lost,10
0068d000002OrdgAAC,2022-05-22,Opened,0
0068d000002OrdgAAC,2022-05-27,Qualification,2
0068d000002OrdgAAC,2022-06-01,Closed Won,9
0068d000002OrdhAAC,2022-01-10,Opened,0
0068d000002OrdhAAC,2022-01-20,Closed Won,9
0068d000002OrdiAAC,2022-05-01,Opened,0
0068d000002OrdiAAC,2022-12-16,Prospecting,1
0068d000002OrdiAAC,2022-05-11,Value Proposition,4
0068d000002OrdiAAC,2022-04-14,Value Proposition,4
0068d000002OrdiAAC,2022-12-21,ExpectedCloseDate,11
0068d000002OrdjAAC,2022-07-24,Opened,0
0068d000002OrdjAAC,2022-07-29,Value Proposition,4
0068d000002OrdjAAC,2022-08-03,Closed Lost,10
0068d000002OrdkAAC,2022-05-04,Opened,0
0068d000002OrdkAAC,2022-06-01,Prospecting,1
0068d000002OrdkAAC,2022-05-05,Prospecting,1
0068d000002OrdkAAC,2022-10-06,Qualification,2
0068d000002OrdkAAC,2022-10-11,ExpectedCloseDate,11
0068d000002OrdlAAC,2022-06-03,Opened,0
0068d000002OrdlAAC,2022-06-04,Prospecting,1
0068d000002OrdlAAC,2022-09-29,Negotiation/Review,8
0068d000002OrdlAAC,2022-10-04,Closed Lost,10
0068d000002OrdmAAC,2022-02-23,Opened,0
0068d000002OrdmAAC,2022-04-03,Prospecting,1
0068d000002OrdmAAC,2022-03-05,Value Proposition,4
0068d000002OrdmAAC,2022-07-16,ExpectedCloseDate,11
