Id,IsDeleted,AccountId,RecordTypeId,IsPrivate,Name,StageName,Amount,Probability,ExpectedRevenue,TotalOpportunityQuantity,CloseDate,Type,NextStep,LeadSource,IsClosed,IsWon,ForecastCategory,ForecastCategoryName,CampaignId,HasOpportunityLineItem,Pricebook2Id,OwnerId,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastActivityDate,PushCount,LastStageChangeDate,FiscalQuarter,FiscalYear,Fiscal,ContactId,LastViewedDate,LastReferencedDate,HasOpenActivity,HasOverdueTask,LastAmountChangedHistoryId,LastCloseDateChangedHistoryId,DeliveryInstallationStatus__c,TrackingNumber__c,OrderNumber__c,CurrentGenerators__c,MainCompetitors__c,Opportunity_Source__c
0068d000009MWBIAA4,false,0018d00000Ggx5LAAR,0128d000001J21VAAS,false,Opportunity for Stone1492,Closed Lost,3163400,0,0,2189,2028-12-21,New Business,,Word of mouth,true,false,Omitted,Omitted,,true,01s8d000005Us9zAAC,0058d000004QHadAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,4,2021,2021 4,,,,false,false,0088d00000Ou4LDAAZ,,,,,,,BDR
0068d000009MWG7AAO,false,0018d00000Ggx4ZAAR,0128d000001J21VAAS,false,Opportunity for Delgado1258,Closed Lost,2129900,0,0,2485,2028-11-30,New Business / Add-on,,Employee Referral,true,false,Omitted,Omitted,,true,01s8d000005Us9zAAC,0058d000004QHajAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,4,2021,2021 4,,,,false,false,0088d00000Ou4N7AAJ,,,,,,,Marketing
0068d000009MWJXAA4,false,0018d00000GgwxsAAB,0128d000001J21VAAS,false,Opportunity for Marsh1734,Closed Won,309686,100,309686,,2029-01-20,New Business,,Advertisement,true,true,Closed,Closed,,false,,0058d000004QHapAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,,,,,,,,AE
0068d000009MW7KAAW,false,0018d00000Ggx8KAAR,0128d000001J21VAAS,false,Opportunity for Pittman263,Closed Won,1879190,100,1879190,4181,2029-02-01,New Business,,Advertisement,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHajAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4JPAAZ,,,,,,,Marketing
0068d000009MWBpAAO,false,0018d00000Ggx1qAAB,0128d000001J21VAAS,false,Opportunity for Wilkins1129,Closed Won,2210350,100,2210350,2996,2029-02-07,New Business / Add-on,,Employee Referral,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHacAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4LPAAZ,,,,,,,AE
0068d000009MWBqAAO,false,0018d00000Ggx2fAAB,0128d000001J21VAAS,false,Opportunity for Harris1133,Closed Won,524400,100,524400,2612,2029-02-01,New Business / Add-on,,Seminar - Internal,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHalAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4LQAAZ,,,,,,,Marketing
0068d000009MWBzAAO,false,0018d00000Ggx19AAB,0128d000001J21VAAS,false,Opportunity for McDonald1503,Closed Won,3851250,100,3851250,3081,2029-02-10,New Business,,Word of mouth,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHalAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4LRAAZ,,,,,,,Marketing
0068d000009MWC0AAO,false,0018d00000Ggx2XAAR,0128d000001J21VAAS,false,Opportunity for Oliver1504,Closed Won,1032600,100,1032600,1721,2029-01-29,New Business / Add-on,,Word of mouth,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHanAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,,,,,,,,AE
0068d000009MW7MAAW,false,0018d00000Ggx3AAAR,0128d000001J21VAAS,false,Opportunity for Murphy267,Closed Won,2664105,100,2664105,4379,2029-02-14,Existing Business,,Advertisement,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaqAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4JQAAZ,,,,,,,Marketing
0068d000009MW7OAAW,false,0018d00000GgwzrAAB,0128d000001J21VAAS,false,Opportunity for Terry269,Closed Won,846000,100,846000,1692,2029-03-31,New Business / Add-on,,Word of mouth,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHacAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,,,,,,,,AE
0068d000009MW7PAAW,false,0018d00000GgwzEAAR,0128d000001J21VAAS,false,Opportunity for Butler275,Closed Won,209104,100,209104,,2029-02-02,New Business,,Employee Referral,true,true,Closed,Closed,,false,,0058d000004QHalAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,,,,,,,,BDR
0068d000009MW7SAAW,false,0018d00000Ggwy2AAB,0128d000001J21VAAS,false,Opportunity for Alexander278,Closed Won,18960,100,18960,474,2029-03-11,New Business,,Seminar - Internal,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHagAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,,,,,,,,AE
0068d000009MW7XAAW,false,0018d00000GgwvPAAR,0128d000001J21VAAS,false,Opportunity for Bryant359,Closed Won,3039400,100,3039400,5344,2029-03-30,New Business / Add-on,,Advertisement,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaqAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4JUAAZ,,,,,,,AE
0068d000009MWC1AAO,false,0018d00000GgwyoAAB,0128d000001J21VAAS,false,Opportunity for Norris1506,Closed Won,43355,100,43355,,2029-02-02,New Business,,Seminar - Internal,true,true,Closed,Closed,,false,,0058d000004QHabAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,,,,,,,,Marketing
0068d000009MWJfAAO,false,0018d00000Ggx51AAB,0128d000001J21VAAS,false,Opportunity for Jackson611,Closed Won,73600,100,73600,1840,2029-02-16,Existing Business,,Partner,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaeAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,,,,,,,,BDR
0068d000009MWA9AAO,false,0018d00000Ggx01AAB,0128d000001J21VAAS,false,Opportunity for Ramsey1069,Closed Won,1867750,100,1867750,2885,2029-01-15,Existing Business,,Employee Referral,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHagAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4KfAAJ,,,,,,,Marketing
0068d000009MWAEAA4,false,0018d00000Ggx6bAAB,0128d000001J21VAAS,false,Opportunity for Maxwell1082,Closed Won,457656,100,457656,,2029-02-03,New Business / Add-on,,Web,true,true,Closed,Closed,,false,,0058d000004QHajAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,,,,,,,,AE
0068d000009MWAFAA4,false,0018d00000Ggx5LAAR,0128d000001J21VAAS,false,Opportunity for Soto1087,Closed Won,263500,100,263500,527,2029-02-15,New Business / Add-on,,Seminar - Internal,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHacAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,,,,,,,,Alliances
0068d000009MWK2AAO,false,0018d00000Ggx1EAAR,0128d000001J21VAAS,false,Opportunity for Kennedy1017,Closed Won,1590600,100,1590600,2303,2029-01-24,Existing Business,,Web,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaiAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4OpAAJ,,,,,,,Alliances
0068d000009MWK4AAO,false,0018d00000Ggx0hAAB,0128d000001J21VAAS,false,Opportunity for Bridges1377,Closed Won,794270,100,794270,3726,2029-01-22,New Business,,Advertisement,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHajAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4OrAAJ,,,,,,,AE
0068d000009MWK8AAO,false,0018d00000Ggx5QAAR,0128d000001J21VAAS,false,Opportunity for Washington1383,Closed Won,208600,100,208600,293,2029-02-27,New Business / Add-on,,Partner,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHafAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4OvAAJ,,,,,,,AE
0068d000009MWCMAA4,false,0018d00000Ggx06AAB,0128d000001J21VAAS,false,Opportunity for Elliott770,Closed Won,646400,100,646400,404,2029-03-20,New Business,,Trade Show,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHajAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,,,,,,,,BDR
0068d000009MWEWAA4,false,0018d00000Ggx7qAAB,0128d000001J21VAAS,false,Opportunity for Campbell1583,Closed Won,2008900,100,2008900,1949,2029-02-27,New Business,,Partner,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHajAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4MMAAZ,,,,,,,BDR
0068d000009MWEYAA4,false,0018d00000Ggx1YAAR,0128d000001J21VAAS,false,Opportunity for Bates1952,Closed Won,127600,100,127600,638,2029-02-15,New Business,,Advertisement,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHapAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,,,,,,,,AE
0068d000009MWGsAAO,false,0018d00000Ggx7AAAR,0128d000001J21VAAS,false,Opportunity for Schwartz533,Closed Won,632960,100,632960,2996,2029-02-16,New Business / Add-on,,Advertisement,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaiAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4NOAAZ,,,,,,,BDR
0068d000009MWJmAAO,false,0018d00000GgwzOAAR,0128d000001J21VAAS,false,Opportunity for Jackson625,Closed Won,1948800,100,1948800,1218,2029-03-10,Existing Business,,Seminar - Internal,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaaAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,,,,,,,,Marketing
0068d000009MWJrAAO,false,0018d00000Ggx01AAB,0128d000001J21VAAS,false,Opportunity for McCarthy999,Closed Won,775200,100,775200,1938,2029-03-01,New Business,,Trade Show,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHagAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,,,,,,,,AE
0068d000009MWJwAAO,false,0018d00000GgwtqAAB,0128d000001J21VAAS,false,Opportunity for Vasquez1005,Closed Won,269400,100,269400,1347,2029-03-27,New Business,,Trade Show,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaYAAW,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,,,,,,,,Marketing
0068d000009MWK1AAO,false,0018d00000GgwttAAB,0128d000001J21VAAS,false,Opportunity for Atkins1016,Closed Won,1926610,100,1926610,2062,2029-01-20,New Business,,Word of mouth,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHamAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,,,,,,,,Marketing
0068d000009MWKaAAO,false,0018d00000Ggww9AAB,0128d000001J21VAAS,false,Opportunity for Byrd640,Closed Won,499928,100,499928,,2029-02-21,New Business,,Web,true,true,Closed,Closed,,false,,0058d000004QHanAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,,,,,,,,AE
0068d000009MWKbAAO,false,0018d00000GgwzPAAR,0128d000001J21VAAS,false,Opportunity for Carson641,Closed Won,376955,100,376955,3431,2029-01-26,Existing Business,,Advertisement,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHanAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4P5AAJ,,,,,,,AE
0068d000009MW85AAG,false,0018d00000GgwutAAB,0128d000001J21VAAS,false,Opportunity for Cunningham175,Closed Won,4357300,100,4357300,4427,2029-02-23,New Business / Add-on,,Seminar - Internal,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHahAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4JjAAJ,,,,,,,Marketing
0068d000009MWHBAA4,false,0018d00000Ggwx5AAB,0128d000001J21VAAS,false,Opportunity for Brady910,Closed Won,1355700,100,1355700,2777,2029-02-03,New Business / Add-on,,Web,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHahAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4NZAAZ,,,,,,,BDR
0068d000009MWKtAAO,false,0018d00000Ggx6cAAB,0128d000001J21VAAS,false,Opportunity for Mendez1036,Closed Won,459280,100,459280,,2029-02-06,New Business / Add-on,,Trade Show,true,true,Closed,Closed,,false,,0058d000004QHaYAAW,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,,,,,,,,Marketing
0068d000009MWLTAA4,false,0018d00000Ggx74AAB,0128d000001J21VAAS,false,Opportunity for Brown672,Closed Won,2684465,100,2684465,4867,2029-03-05,Existing Business,,Employee Referral,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHapAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4PPAAZ,,,,,,,Alliances
0068d000009MWAbAAO,false,0018d00000GgwwTAAR,0128d000001J21VAAS,false,Opportunity for Roberts1847,Closed Won,1096500,100,1096500,3230,2029-03-11,New Business,,Word of mouth,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaiAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4KpAAJ,,,,,,,BDR
0068d000009MWAdAAO,false,0018d00000GgwzTAAR,0128d000001J21VAAS,false,Opportunity for Ramos1851,Closed Won,388890,100,388890,3451,2029-02-22,Existing Business,,Advertisement,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaaAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4KqAAJ,,,,,,,Marketing
0068d000009MWCPAA4,false,0018d00000Ggx3QAAR,0128d000001J21VAAS,false,Opportunity for Hoffman774,Closed Won,152400,100,152400,762,2029-03-03,New Business,,Trade Show,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHacAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,,,,,,,,BDR
0068d000009MWCRAA4,false,0018d00000GgwvFAAR,0128d000001J21VAAS,false,Opportunity for Waters780,Closed Won,902400,100,902400,564,2029-01-30,Existing Business,,Word of mouth,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaeAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,,,,,,,,BDR
0068d000009MWCgAAO,false,0018d00000Ggx4GAAR,0128d000001J21VAAS,false,Opportunity for Gross1521,Closed Won,3263870,100,3263870,4116,2029-03-10,New Business / Add-on,,Employee Referral,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHamAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4LhAAJ,,,,,,,AE
0068d000009MWHIAA4,false,0018d00000Ggx3eAAB,0128d000001J21VAAS,false,Opportunity for Park1288,Closed Won,107040,100,107040,892,2029-03-31,New Business / Add-on,,Public Relations,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHagAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,,,,,,,,Alliances
0068d000009MWHJAA4,false,0018d00000GgwtvAAB,0128d000001J21VAAS,false,Opportunity for Stevenson1289,Closed Won,1640210,100,1640210,1918,2029-02-07,New Business,,Word of mouth,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaoAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4NeAAJ,,,,,,,BDR
0068d000009MWHVAA4,false,0018d00000GgwuwAAB,0128d000001J21VAAS,false,Opportunity for Nguyen1657,Closed Won,236610,100,236610,2629,2029-01-16,New Business,,Web,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaeAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4NiAAJ,,,,,,,Marketing
0068d000009MWL8AAO,false,0018d00000Ggx8bAAB,0128d000001J21VAAS,false,Opportunity for Hart1416,Closed Won,3960970,100,3960970,6527,2029-01-21,New Business / Add-on,,Advertisement,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaaAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4PFAAZ,,,,,,,AE
0068d000009MWLBAA4,false,0018d00000Ggx2kAAB,0128d000001J21VAAS,false,Opportunity for Hines1779,Closed Won,1241900,100,1241900,1129,2029-02-22,Existing Business,,Web,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHadAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,,,,,,,,Marketing
0068d000009MWLIAA4,false,0018d00000Ggx0ZAAR,0128d000001J21VAAS,false,Opportunity for Nelson1799,Closed Won,875880,100,875880,2535,2029-02-15,Existing Business,,Web,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaYAAW,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4PLAAZ,,,,,,,Marketing
0068d000009MWLsAAO,false,0018d00000GgwxfAAB,0128d000001J21VAAS,false,Opportunity for Dunn1807,Closed Won,225083,100,225083,,2029-01-12,New Business / Add-on,,Public Relations,true,true,Closed,Closed,,false,,0058d000004QHadAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,,,,,,,,AE
0068d000009MW8PAAW,false,0018d00000Ggx3AAAR,0128d000001J21VAAS,false,Opportunity for Goodwin400,Closed Won,175770,100,175770,1953,2029-03-19,New Business / Add-on,,Partner,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHabAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,,,,,,,,BDR
0068d000009MW8QAAW,false,0018d00000Ggx6FAAR,0128d000001J21VAAS,false,Opportunity for Diaz177,Closed Won,130515,100,130515,980,2029-01-21,New Business,,Trade Show,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaZAAW,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4JsAAJ,,,,,,,Marketing
0068d000009MWArAAO,false,0018d00000Ggx5mAAB,0128d000001J21VAAS,false,Opportunity for Pope1093,Closed Won,1134385,100,1134385,3338,2029-01-11,New Business,,Employee Referral,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaaAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4KzAAJ,,,,,,,BDR
0068d000009MWAmAAO,false,0018d00000Ggx2OAAR,0128d000001J21VAAS,false,Opportunity for Reeves721,Closed Won,2367210,100,2367210,3631,2029-03-28,New Business / Add-on,,Advertisement,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaoAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4KxAAJ,,,,,,,BDR
0068d000009MWEsAAO,false,0018d00000Ggx7kAAB,0128d000001J21VAAS,false,Opportunity for Harrison476,Closed Won,2276590,100,2276590,3423,2029-04-03,New Business,,Trade Show,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHahAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4MYAAZ,,,,,,,BDR
0068d000009MWLwAAO,false,0018d00000Ggx3eAAB,0128d000001J21VAAS,false,Opportunity for Daniel1811,Closed Won,207240,100,207240,1727,2029-02-19,Existing Business,,Public Relations,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHalAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,,,,,,,,Marketing
0068d000009MWLyAAO,false,0018d00000Ggx73AAB,0128d000001J21VAAS,false,Opportunity for Fox1817,Closed Won,807800,100,807800,1488,2029-01-18,Existing Business,,Word of mouth,true,true,Closed,Closed,,true,01s8d000005Us9zAAC,0058d000004QHaeAAG,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,0058d000004B2qYAAS,2022-08-31T12:37:00.000Z,,0,,1,2022,2022 1,,,,false,false,0088d00000Ou4PeAAJ,,,,,,,Alliances
